ID	Name	Matches	
RXN-19299	&beta;-nicotinate D-ribonucleotide + 5-hydroxybenzimidazole  &rarr;  5-hydroxybenzimidazole ribotide phosphate + nicotinate + H<SUP>+</SUP>	NICOTINATE_NUCLEOTIDE, CPD-18497, CPD-20830, PROTON, NIACINE	
RXN-19301	&beta;-nicotinate D-ribonucleotide + 5-methoxy-6-methylbenzimidazole  &rarr;  5-methoxy-6-methylbenzimidazole ribotide phosphate + nicotinate + H<SUP>+</SUP>	NICOTINATE_NUCLEOTIDE, CPD-18495, CPD-20832, PROTON, NIACINE	
RXN-19300	&beta;-nicotinate D-ribonucleotide + 5-methoxybenzimidazole  &rarr;  5-methoxybenzimidazole ribotide phosphate + nicotinate + H<SUP>+</SUP>	NICOTINATE_NUCLEOTIDE, CPD-18321, CPD-20831, PROTON, NIACINE	
RXN-19306	&beta;-nicotinate D-ribonucleotide + 5-methylbenzimidazole  &rarr;  5-methylbenzimidazole ribotide phosphate + nicotinate + H<SUP>+</SUP>	NICOTINATE_NUCLEOTIDE, CPD-18320, CPD-20838, PROTON, NIACINE	
RXN-19295	&beta;-nicotinate D-ribonucleotide + adenine  &rarr;  nicotinate + adenine ribotide phosphate + H<SUP>+</SUP>	NICOTINATE_NUCLEOTIDE, ADENINE, CPD-20826, PROTON, NIACINE	
NICONUCADENYLYLTRAN-RXN	&beta;-nicotinate D-ribonucleotide + ATP + H<SUP>+</SUP>  &rarr;  nicotinate adenine dinucleotide + diphosphate	NICOTINATE_NUCLEOTIDE, ATP, PPI, PROTON, DEAMIDO-NAD	
RXN-19298	&beta;-nicotinate D-ribonucleotide + benzimidazole  &rarr;  benzimidazole ribotide phosphate + nicotinate + H<SUP>+</SUP>	NICOTINATE_NUCLEOTIDE, BENZIMIDAZOLE, CPD-20829, PROTON, NIACINE	
QUINOPRIBOTRANS-RXN	&beta;-nicotinate D-ribonucleotide + CO<SUB>2</SUB> + diphosphate  &larr;  5-phospho-&alpha;-D-ribose 1-diphosphate + quinolinate + 2 H<SUP>+</SUP>	NICOTINATE_NUCLEOTIDE, PRPP, CARBON-DIOXIDE, PPI, PROTON, QUINOLINATE	
RXN-14227	&beta;-nicotinate D-ribonucleotide + H<sub>2</sub>O  &rarr;  &beta;-D-ribosylnicotinate + phosphate	CPD-8259, NICOTINATE_NUCLEOTIDE, WATER, Pi	
RXN-8444	&beta;-nicotinate D-ribonucleotide + H<sub>2</sub>O  &rarr;  D-ribofuranose 5-phosphate + nicotinate + H<SUP>+</SUP>	NICOTINATE_NUCLEOTIDE, CPD-15317, WATER, PROTON, NIACINE	
RXN-14701	&beta;-nicotinate D-ribonucleotide + phenol  &rarr;  nicotinate + phenyl ribotide phosphate + H<SUP>+</SUP>	NICOTINATE_NUCLEOTIDE, PROTON, NIACINE, PHENOL, CPD-15539	
RXN-14665	&beta;-oxo-L-tyrosine-<i>S</i>-[NovH protein] + NADPH + dioxygen + H<SUP>+</SUP>  &rarr;  2'-hydroxy-&beta;-oxo-L-tyrosine-<i>S</i>-[NovH protein] + NADP<sup>+</sup> + H<sub>2</sub>O	OXYGEN-MOLECULE, WATER, PROTON, NADP, NADPH	
RXN-8736	&beta;-peltatin + <i>S</i>-adenosyl-L-methionine  &rarr;  &beta;-peltatin-A methyl ether + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	CPD-8960, CPD-8961, ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, PROTON	
RXN-8738	&beta;-peltatin-A methyl ether + a reduced two electron carrier + dioxygen  &rarr;  6-methoxypodophyllotoxin + an oxidized electron carrier + H<sub>2</sub>O	CPD-8961, CPD-8962, Donor-H2, OXYGEN-MOLECULE, WATER	
RXN-19259	&beta;-tabtoxin  &rarr;  &delta;-tabtoxin	CPD-20753, CPD-20752	
RXN-19255	&beta;-tabtoxin + H<sub>2</sub>O  &rarr;  tabtoxinine-&beta;-lactam + L-threonine	CPD-20753, WATER, THR, CPD-20754	
RXN-19150	&beta;-zeacarotene  &rarr;  7,8-dihydro-&beta;-carotene	CPD-7419, CPD-20647	
RXN-8039	&beta;-zeacarotene + 2 a reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H<SUP>+</SUP>  &rarr;  hydroxy-&beta;-zeacarotene + 2 an oxidized ferredoxin [iron-sulfur] cluster + H<sub>2</sub>O	CPD-7419, OXYGEN-MOLECULE, WATER, PROTON, CPD-7420	
RXN-19142	&beta;-zeacarotene + an electron-transfer quinone  &rarr;  &gamma;-carotene + an electron-transfer quinol	CPD-7419, CPD1F-126, ETR-Quinols, ETR-Quinones	
RXN18C3-17	&beta;1-tomatine + H<sub>2</sub>O  &rarr;  &gamma;-tomatine + &beta;-D-glucopyranose	GLC, CPD-18639, CPD-18640, WATER	
RXN18C3-12	&beta;1-tomatine + UDP-&alpha;-D-xylose  &rarr;  &alpha;-tomatine + UDP + H<SUP>+</SUP>	CPD-17696, CPD-18639, PROTON, UDP, UDP-D-XYLOSE	
RXN-10652	&chi;,&chi;-caroten-18-oate + a reduced two electron carrier + dioxygen  &rarr;  18'-hydroxy-&chi;,&chi;-caroten-18-oate + an oxidized electron carrier + H<sub>2</sub>O	CPD-11460, CPD-11461, Donor-H2, OXYGEN-MOLECULE, WATER	
RXN-18463	&delta;-anaerubin + NADP<sup>+</sup>  &larr;  anaerobilin + NADPH + H<SUP>+</SUP>	CPD-19798, CPD-19710, PROTON, NADP, NADPH	
RXN1F-148	&delta;-carotene  &rarr;  &alpha;-carotene	CPD1F-118, CPD1F-115	
RXN-8028	&delta;-carotene  &rarr;  &epsilon;-carotene	CPD1F-115, CPD-7414	
RXN-2561	&delta;-tocopherol  &larr;  2-methyl-6-phytyl-1,4-benzoquinol	DELTA-TOCOPHEROL, MPBQ	
RXN-2562	&delta;-tocopherol + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + &beta;-tocopherol + H<SUP>+</SUP>	BETA-TOCOPHEROL, DELTA-TOCOPHEROL, ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, PROTON	
RXN-14921	&delta;-tocotrienol  &larr;  2-methyl-6-geranylgeranyl-1,4-benzoquinol	CPD-15839, CPD-11712	
RXN-14919	&delta;-tocotrienol + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + &beta;-tocotrienol + H<SUP>+</SUP>	CPD-15837, CPD-15839, ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, PROTON	
RXN-23407	&Delta;<sup>12,14</sup>-prostaglandin J<sub>2</sub>  &rarr;  15-deoxy-&Delta;<sup>12,14</sup>-prostaglandin J<sub>2</sub> + H<sub>2</sub>O	CPD-25996, CPD-21230, WATER	
RXN-21496	&Delta;<sup>1</sup>-dihydrotestosterone + an oxidized electron carrier  &rarr;  androsta-1-ene-3,17-dione + a reduced two electron carrier	CPD-23373, Donor-H2, CPD-23354	
RXN-21495	&Delta;<sup>1</sup>-dihydrotestosterone + an oxidized electron carrier + H<sub>2</sub>O  &rarr;  17-hydroxyandrostan-1,3-dione + a reduced two electron carrier	CPD-23373, CPD-23375, Donor-H2, WATER	
RXN-21486	&Delta;<sup>1</sup>-dihydrotestosterone + H<sub>2</sub>O  &rarr;  1,17-dihydroxyandrostan-3-one	CPD-23373, CPD-23374, WATER	
RXN-18830	&Delta;<sup>2,4</sup>-protoilludene  &rarr;  1,4,5-trihydroxy-&Delta;<sup>2,3</sup>-protoilludene	CPD-14796, CPD-20142	
RXN-13045	&Delta;<SUP>2,5</SUP>-3,4,4-trimethylpimeloyl-CoA + 3 coenzyme A + an oxidized electron carrier + H<sub>2</sub>O + H<SUP>+</SUP>  &rarr;  isobutanoyl-CoA + 3 acetyl-CoA + a reduced two electron carrier	CPD-869, Donor-H2, ACETYL-COA, CO-A, WATER, PROTON, ISOBUTYRYL-COA	
RXN-4224	&Delta;<sup>24-25</sup>-sitosterol + NADPH + H<SUP>+</SUP>  &rarr;  sitosterol + NADP<sup>+</sup>	CPD-4142, PROTON, NADP, NADPH, CPD-4143	
RXN-23070	&Delta;<sup>9</sup>-tetrahydrocannabinolate + dioxygen  &rarr;  cannabinolate + 2 H<sub>2</sub>O	CPD-7169, CPD-25512, OXYGEN-MOLECULE, WATER	
RXN-7857	&Delta;<sup>9</sup>-tetrahydrocannabinolate + H<SUP>+</SUP>  &rarr;  &Delta;<sup>9</sup>-tetrahydrocannabinol + CO<SUB>2</SUB>	CPD-7172, CPD-7169, CARBON-DIOXIDE, PROTON	
RXN-19023	&epsilon;-(&gamma;-L-glutamyl)-L-lysine  &rarr;  L-lysine + 5-oxo-L-proline	CPD-20483, 5-OXOPROLINE, LYS	
6-HEXANOLIDE-HYDROLYSIS-RXN	&epsilon;-caprolactone + H<sub>2</sub>O  &rarr;  6-hydroxyhexanoate + H<SUP>+</SUP>	CPD-101, CPD-102, WATER, PROTON	
RXN-8030	&epsilon;-carotene + a reduced two electron carrier + dioxygen  &rarr;  3-hydroxy-&epsilon;,&epsilon;-carotene + an oxidized electron carrier + H<sub>2</sub>O	CPD-7414, CPD-7415, Donor-H2, OXYGEN-MOLECULE, WATER	
RXN-14825	&epsilon;-rhodomycinone + dTDP-L-daunosamine  &rarr;  rhodomycinone D + dTDP + H<SUP>+</SUP>	CPD-13972, TDP, CPD-15731, PROTON, CPD-15730	
RXN-14865	&epsilon;-rhodomycinone + H<sub>2</sub>O  &rarr;  15-demethoxy-&epsilon;-rhodomycinone + methanol + H<SUP>+</SUP>	CPD-13972, CPD-15787, WATER, PROTON, METOH	
RXN-14859	&epsilon;-rhodomycinone + NADP<sup>+</sup>  =  maggiemycin + NADPH + H<SUP>+</SUP>	CPD-13972, PROTON, CPD-15780, NADP, NADPH	
1.14.11.1-RXN	&gamma;-butyrobetaine + 2-oxoglutarate + dioxygen  &rarr;  L-carnitine + succinate + CO<SUB>2</SUB>	GAMMA-BUTYROBETAINE, 2-KETOGLUTARATE, CARBON-DIOXIDE, OXYGEN-MOLECULE, CARNITINE, SUC	
RXN-22878	&gamma;-butyrobetaine + acetyl-CoA  &rarr;  &gamma;-butyrobetainyl-CoA + acetate	GAMMA-BUTYROBETAINE, GAMMA-BUTYROBETAINYL-COA, ACET, ACETYL-COA	
RXN-22884	&gamma;-butyrobetaine + coenzyme A + ATP  &rarr;  &gamma;-butyrobetainyl-CoA + ADP + phosphate	GAMMA-BUTYROBETAINE, GAMMA-BUTYROBETAINYL-COA, ADP, ATP, CO-A, Pi	
RXN-18258	&gamma;-butyrobetaine + NAD(P)H + dioxygen + H<SUP>+</SUP>  &rarr;  succinate semialdehyde + trimethylamine + NAD(P)<sup>+</sup> + H<sub>2</sub>O	GAMMA-BUTYROBETAINE, OXYGEN-MOLECULE, WATER, PROTON, NAD-P-OR-NOP, NADH-P-OR-NOP, SUCC-S-ALD, TRIMETHYLAMINE	
TRANS-RXN-100	&gamma;-butyrobetaine<sub>[cytosol]</sub> + L-carnitine<sub>[periplasm]</sub>  &rarr;  &gamma;-butyrobetaine<sub>[periplasm]</sub> + L-carnitine<sub>[cytosol]</sub>	GAMMA-BUTYROBETAINE, CARNITINE	
TRANS-RXN-497	&gamma;-butyrobetaine<sub>[out]</sub>  &rarr;  &gamma;-butyrobetaine<sub>[in]</sub>	GAMMA-BUTYROBETAINE	
RXN-22879	&gamma;-butyrobetainyl-CoA  &rarr;  crotonyl-CoA + trimethylamine	GAMMA-BUTYROBETAINYL-COA, CROTONYL-COA, TRIMETHYLAMINE	
CROBETREDUCT-RXN	&gamma;-butyrobetainyl-CoA + an oxidized electron-transfer flavoprotein + H<SUP>+</SUP>  &larr;  crotonobetainyl-CoA + a reduced electron-transfer flavoprotein	GAMMA-BUTYROBETAINYL-COA, CROTONOBETAINYL-COA, PROTON	
RXN-22885	&gamma;-butyrobetainyl-CoA + FAD + H<SUP>+</SUP>  &rarr;  crotonobetainyl-CoA + FADH<SUB>2</SUB>	GAMMA-BUTYROBETAINYL-COA, CROTONOBETAINYL-COA, FAD, FADH2, PROTON	
RXN0-3601	&gamma;-butyrobetainyl-CoA + L-carnitine  &rarr;  &gamma;-butyrobetaine + (<i>R</i>)-carnitinyl-CoA	GAMMA-BUTYROBETAINE, GAMMA-BUTYROBETAINYL-COA, L-CARNITINYL-COA, CARNITINE	
RXN1F-151	&gamma;-carotene  &rarr;  &beta;-carotene	CPD1F-129, CPD1F-126	
RXN-19135	&gamma;-carotene + 2 an oxidized electron carrier  &rarr;  chlorobactene + 2 a reduced two electron carrier	CPD1F-126, Donor-H2, CPD-20625	
RXN-13524	&gamma;-coniceine + a reduced two electron carrier + dioxygen  &rarr;  5-hydroxy-&gamma;-coniceine + an oxidized electron carrier + H<sub>2</sub>O + H<SUP>+</SUP>	CPD-9424, CPD-14516, Donor-H2, OXYGEN-MOLECULE, WATER, PROTON	
RXN-13525	&gamma;-coniceine + a reduced two electron carrier + dioxygen  &rarr;  conhydrinone + an oxidized electron carrier + H<sub>2</sub>O	CPD-9424, Donor-H2, CPD-14512, OXYGEN-MOLECULE, WATER	
RXN-8982	&gamma;-coniceine + NADPH + H<SUP>+</SUP>  &rarr;  coniine + NADP<sup>+</sup>	CPD-9424, CPD-9425, PROTON, NADP, NADPH	
THEANINE-HYDROLASE-RXN	&gamma;-glutamyl-ethylamide + H<sub>2</sub>O  =  L-glutamate + ethylamine	CPD-9384, ETHANAMINE, WATER, GLT	
RXN-8941	&gamma;-glutamyl-isopropylamide + NAD(P)H + dioxygen + H<SUP>+</SUP>  &rarr;  <i>N</i>-(&gamma;-L-glutamyl)-L-alaninol + NAD(P)<sup>+</sup> + H<sub>2</sub>O	CPD-9372, CPD-9373, OXYGEN-MOLECULE, WATER, PROTON, NAD-P-OR-NOP, NADH-P-OR-NOP	
RXN0-3921	&gamma;-glutamyl-L-putrescine + H<sub>2</sub>O + dioxygen  &rarr;  4-(&gamma;-L-glutamylamino)butanal + hydrogen peroxide + ammonium	GAMMA-GLUTAMYL-PUTRESCINE, GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH, AMMONIUM, OXYGEN-MOLECULE, WATER, HYDROGEN-PEROXIDE	
RXN-18093	&gamma;-glutamyl-p-nitroanilide + glycyl-glycine  &rarr;  4-nitroaniline + &gamma;-L-glutamyl-glycylglycine	CPD-9385, CPD-19395, 4-NITROANILINE, GLYCYLGLYCINE	
RXN-15250	&gamma;-glutamylanilide diol + H<sub>2</sub>O  &rarr;  1-aminocyclohexa-3,5-diene-1,2-diol + L-glutamate	CPD-16454, CPD-12469, WATER, GLT	
RXN-15945	&gamma;-glutamyltyramine + [5-(aminomethyl)furan-3-yl]methyl diphosphate  &rarr;  (4-{4-[2-(&gamma;-L-glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine + diphosphate	CPD-17179, CPD-7646, PPI, CPD-17180	
LINA1-RXN	&gamma;-hexachlorocyclohexane  &rarr;  &gamma;-pentachlorocyclohexene + chloride + H<SUP>+</SUP>	CPD-21372, GAMMA-PENTACHLOROCYCLOHEXANE, CL-, PROTON	
RXN-19022	&gamma;-L-glutamyl 5-phosphate  &rarr;  5-oxo-L-proline + phosphate + H<SUP>+</SUP>	L-GLUTAMATE-5-P, 5-OXOPROLINE, PROTON, Pi	
RXN-16191	&gamma;-L-glutamyl-(<i>S</i>)-2-carboxypropyl-L-cysteine  &rarr;  &gamma;-L-glutamyl-(<i>S</i>)-<i>trans</i>-1-propenyl-L-cysteine + formate	CPD-17438, CPD-9317, FORMATE	
RXN-16190	&gamma;-L-glutamyl-(<i>S</i>)-<i>trans</i>-1-propenyl-L-cysteine + H<sub>2</sub>O  &rarr;  L-glutamate + <i>S</i>-<i>trans</i>-1-propenyl-L-cysteine	CPD-9317, CPD-17436, WATER, GLT	
RXN-16201	&gamma;-L-glutamyl-(<i>S</i>)-methyl-L-cysteine + H<sub>2</sub>O  &rarr;  L-glutamate + <i>S</i>-methyl-L-cysteine	CPD-17447, S-METHYL-L-CYSTEINE, WATER, GLT	
RXN-13218	&gamma;-L-glutamyl-butirosin B  &rarr;  butirosin B + 5-oxo-L-proline	CPD-14191, 5-OXOPROLINE, CPD-14193	
RXN-14429	&gamma;-L-glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide + H<sub>2</sub>O  &rarr;  S-(hercyn-2-yl)-L-cysteine S-oxide + L-glutamate	CPD-15279, WATER, GLT, CPD-15277	
RXN-16194	&gamma;-L-glutamyl-[(<i>S</i>)-allyl]-L-cysteine + H<sub>2</sub>O  &rarr;  L-glutamate + <i>S</i>-allyl-L-cysteine	CPD-17443, CPD-9298, WATER, GLT	
RXN-16043	&gamma;-linolenoyl-CoA + a glycerolipid  &larr;  a [glycerolipid]-&gamma;-linolenate + coenzyme A	GAMMA-LINOLENOYL-COA, Glycerolipids, Gamma-linolenoyl-groups, CO-A	
RXN-12974	&gamma;-linolenoyl-CoA + acyl-carrier protein  =  a &gamma; linolenoyl [acp] + coenzyme A	GAMMA-LINOLENOYL-COA, CO-A	
RXN-20229	&gamma;-linolenoyl-CoA + cholesterol  &rarr;  cholesteryl &gamma;-linolenate + coenzyme A	GAMMA-LINOLENOYL-COA, CHOLESTEROL, CPD-21816, CO-A	
LINA2-RXN	&gamma;-pentachlorocyclohexene  &rarr;  (3R,6R)-1,3,4,6-tetrachlorocyclohexa-1,4-diene + chloride + H<SUP>+</SUP>	GAMMA-PENTACHLOROCYCLOHEXANE, CPD-15, CL-, PROTON	
RXN-17555	&gamma;-resorcylate + H<SUP>+</SUP>  &harr;  resorcinol + CO<SUB>2</SUB>	CPD-8816, CARBON-DIOXIDE, PROTON, CPD-623	
RXN-2543	&gamma;-tocopherol  &larr;  2,3-dimethyl-6-phytyl-1,4-benzoquinol	GAMA-TOCOPHEROL, DMPBQ	
TOCOPHEROL-O-METHYLTRANSFERASE-RXN	&gamma;-tocopherol + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + &alpha;-tocopherol + H<SUP>+</SUP>	ALPHA-TOCOPHEROL, GAMA-TOCOPHEROL, ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, PROTON	
RXN-14922	&gamma;-tocotrienol  &larr;  2,3-dimethyl-6-geranylgeranyl-1,4-benzoquinol	CPD-15838, CPD-15834	
RXN-14918	&gamma;-tocotrienol + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + &alpha;-tocotrienol + H<SUP>+</SUP>	CPD-15836, CPD-15838, ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, PROTON	
RXN18C3-18	&gamma;-tomatine + H<sub>2</sub>O  &rarr;  tomatidine galactoside + &beta;-D-glucopyranose	GLC, CPD-18640, WATER, CPD-18641	
3.2.1.157-RXN	&iota;-carrageenose + n H<sub>2</sub>O  &rarr;  n &iota;-neocarratetraose sulfate + n &iota;-neocarrahexaose sulfate	iota-Carrageenan, CPD-13448, CPD-13447, WATER	
3.2.1.83-RXN	&kappa;-carrageenose + n H<sub>2</sub>O  &rarr;  n neocarrabiose sulfate + n neocarratetraose 4-<i>O</i>-disulfate	kappa-Carrageenan, WATER, CPD-13445, CPD-13446	
3.2.1.162-RXN	&lambda;-carrageenan + n H<sub>2</sub>O  &rarr;  n neo-&lambda;-carrahexaose + n neo-&lambda;-carratetraose	Lambda-Carrageenan, WATER, CPD-13452, CPD-13451	
RXN-11100	&mu;-carrageenan + dioxygen  &rarr;  &kappa;-carrageenose + 2 sulfate + 2 H<SUP>+</SUP>	kappa-Carrageenan, mu-Carrageenan, OXYGEN-MOLECULE, PROTON, SULFATE	
RXN-11096	&nu;-carrageenan  &rarr;  &iota;-carrageenose + 2 sulfate	iota-Carrageenan, nu-Carrageenan, SULFATE	
RXN-11021	&omega;, mono-<i>trans</i>, poly-<i>cis</i>-heptaprenyl diphosphate + 3-methylbut-3-en-1-yl diphosphate  =  &omega;, mono-<i>trans</i>, poly-<i>cis</i>-octaprenyl diphosphate + diphosphate	CPD-11981, CPD-11982, DELTA3-ISOPENTENYL-PP, PPI	
RXN-11020	&omega;, mono-<i>trans</i>, poly-<i>cis</i>-hexaprenyl diphosphate + 3-methylbut-3-en-1-yl diphosphate  =  &omega;, mono-<i>trans</i>, poly-<i>cis</i>-heptaprenyl diphosphate + diphosphate	CPD-11981, CPD-11979, DELTA3-ISOPENTENYL-PP, PPI	
RXN-11019	&omega;, mono-<i>trans</i>, poly-<i>cis</i>-pentaprenyl diphosphate + 3-methylbut-3-en-1-yl diphosphate  =  &omega;, mono-<i>trans</i>, poly-<i>cis</i>-hexaprenyl diphosphate + diphosphate	CPD-11979, CPD-11978, DELTA3-ISOPENTENYL-PP, PPI	
RXN-19680	&omega;-carboxymenaquinone-<i>4</i>  &rarr;  D-glucuronosyl-(4E)-4-methyl-6-(3-methyl-1,4-dioxonaphthalen-2-yl)hex-4-enoate	CPD-21313, CPD-21315	
RXN-19685	&omega;-carboxyphylloquinone  &rarr;  D-glucuronosyl-(4E)-4-methyl-6-(3-methyl-1,4-dioxonaphthalen-2-yl)hex-4-enoate	CPD-21320, CPD-21315	
RXN-19682	&omega;-hydroxyphylloquinone + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  &omega;-oxophylloquinone + an oxidized [NADPH-hemoprotein reductase] + 2 H<sub>2</sub>O	CPD-16628, CPD-21319, OXYGEN-MOLECULE, WATER	
RXN-19683	&omega;-oxophylloquinone + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  an oxidized [NADPH-hemoprotein reductase] + &omega;-carboxyphylloquinone + H<sub>2</sub>O + H<SUP>+</SUP>	CPD-21320, CPD-21319, OXYGEN-MOLECULE, WATER, PROTON	
RXN-16602	&omega;-saturated C55 dolichol phosphate + GDP-&alpha;-D-mannose  &rarr;  &beta;-D-mannosyl-(C55 &omega;-saturated dolichyl phosphate) + GDP	CPD-17894, CPD-17858, GDP, GDP-MANNOSE	
RXN-16569	&omega;-saturated C55 dolichol phosphate + UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine  &rarr;  <i>N</i>-acetyl-&alpha;-D-glucosaminyl-(C55 &omega;-saturated dolichyl phosphate) + UDP	CPD-17858, CPD-17859, UDP, UDP-N-ACETYL-D-GLUCOSAMINE	
RXN-16760	&omega;-saturated C55 dolichol phosphate oligosaccharide + a [protein]-L-asparagine  =  &omega;-saturated C55 dolichol phosphate + a [protein]-L-asparagine-[oligosaccharide] + H<SUP>+</SUP>	CPD-17858, CPD-18236, Protein-L-Asparagine, Glycoprotein-Asn-oligosaccharides, PROTON	
RXN-11448	&xi;-progoitrin + benzoyl-CoA  &rarr;  2-benzoyloxy-3-butenylglucosinolate + coenzyme A	CPDQT-421, CPD-12421, BENZOYLCOA, CO-A	
RXN-11450	&xi;-progoitrin + sinapoyl-CoA  &rarr;  2-sinapoyloxy-3-butenylglucosinolate + coenzyme A	CPDQT-421, CPD-12423, CO-A, SINAPOYL-COA	
RXN-22670	((<i>R</i>)-3-isocyanylbutanoyl)adenylate + acyl-carrier protein  &rarr;  a (3<i>R</i>)-3-isocyanobutanoyl-[acp] + AMP + H<SUP>+</SUP>	CPD-24905, AMP, PROTON	
RXN-12525	(+)-&alpha;-santalene + NADPH + dioxygen + H<SUP>+</SUP>  &rarr;  (+)-&alpha;-santalol + NADP<sup>+</sup> + H<sub>2</sub>O	CPD-11377, CPD-13496, OXYGEN-MOLECULE, WATER, PROTON, NADP, NADPH	
RXN-12775	(+)-&beta;-caryophyllene + H<sub>2</sub>O  =  (+)-caryolan-1-ol	CPD-13785, CPD-13786, WATER	
RXN-9186	(+)-&delta;-cadinene  &rarr;  2,7-dihydroxycadalene	CPD-1722, CPD-9752	
RXN-9045	(+)-&delta;-cadinene + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  8-hydroxy-(+)-&delta;-cadinene + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	CPD-1722, CPD-9523, OXYGEN-MOLECULE, WATER	
RXN-10899	(+)-(&alpha;<i>R</i>,&beta;<i>S</i>)-guaiacylglycerol-&beta;-guaiacyl ether + NAD<sup>+</sup>  &rarr;  (2<i>S</i>)-3-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-2-(2-methoxyphenoxy)propan-1-one + NADH + H<SUP>+</SUP>	CPD-11868, CPD-11871, PROTON, NAD, NADH	
RXN-10901	(+)-(&alpha;<i>S</i>,&beta;<i>S</i>)-guaiacylglycerol-&beta;-guaiacyl ether + NAD<sup>+</sup>  &rarr;  (2<i>S</i>)-3-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-2-(2-methoxyphenoxy)propan-1-one + NADH + H<SUP>+</SUP>	CPD-11870, CPD-11871, PROTON, NAD, NADH	
RXN-9464	(+)-(1S,4R)-limonene-1,2- epoxide + H<sub>2</sub>O  &rarr;  (1S,2S,4R)-limonene-1,2-diol	CPD-10139, CPD-8222, WATER	
RXN-9861	(+)-2-chloromuconolactone  &harr;  2-chloro-cis,cis-muconate + H<SUP>+</SUP>	CPD-10639, 2-CL-MUCONATE, PROTON	
RXN-11908	(+)-5-<i>epi</i>-aristolochene + 2 a reduced [NADPH-hemoprotein reductase] + 2 dioxygen  &rarr;  capsidiol + 2 an oxidized [NADPH-hemoprotein reductase] + 2 H<sub>2</sub>O	CPD-4664, CPD-4661, OXYGEN-MOLECULE, WATER	
RXN-4802	(+)-5-<i>epi</i>-aristolochene + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  1-deoxycapsidiol + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	CPD-4664, CPD-4662, OXYGEN-MOLECULE, WATER	
RXN-4801	(+)-5-<i>epi</i>-aristolochene + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  3-deoxycapsidiol + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	CPD-4664, CPD-4663, OXYGEN-MOLECULE, WATER	
RXN-9867	(+)-5-chloromuconolactone  &harr;  2-chloro-cis,cis-muconate + H<SUP>+</SUP>	CPD-10638, 2-CL-MUCONATE, PROTON	
RXN-10087	(+)-5-chloromuconolactone  &rarr;  <i>cis</i>-dienelactone + chloride + H<SUP>+</SUP>	CPD-10638, 4-CARBOXYMETHYLENEBUT-2-EN-4-OLIDE, CL-, PROTON	
RXN-9894	(+)-5-chloromuconolactone  &rarr;  <i>trans</i>-dienelactone + chloride + H<SUP>+</SUP>	CPD-10638, CPD-10608, CL-, PROTON	
RXN-19410	(+)-6-hydroxypinoresinol + an oxidized electron carrier + H<sub>2</sub>O  &rarr;  4-(4-hydroxy-3-methoxyphenyl)-tetrahydro-3H-furo[3,4-c]furan-1-one + 2-methoxyhydroquinone + a reduced two electron carrier	CPD-20976, CPD-20978, CPD-20977, Donor-H2, WATER	
RXN-4002	(+)-6a-hydroxymaackiain + <i>S</i>-adenosyl-L-methionine  &rarr;  (+)-pisatin + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	CPD-3942, CPD-3944, ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, PROTON	
RXN-18487	(+)-7-<i>epi</i>-12-hydroxyjasmonoyl-L-isoleucine + 2 a reduced [NADPH-hemoprotein reductase] + 2 dioxygen  &rarr;  (+)-7-<i>epi</i>-12-hydroxy-12-oxojasmonoyl-L-isoleucine + 2 an oxidized [NADPH-hemoprotein reductase] + 3 H<sub>2</sub>O + H<SUP>+</SUP>	CPD-19812, CPD-13420, OXYGEN-MOLECULE, WATER, PROTON	
